Shot,ID,Zeff,dn0out,AFID case,NMDIFB,NLFB_NEUTCNTRL,N_ANALYTIC_FORM_D2F,APROF_EDGE_VALUE_D2F,MODULATION,priority,submitted
204000,S00,1.5,5.00e+10,classical,0,.FALSE.,0,0,1,10,1
204000,S01,1.5,5.00e+10,peaked,3,.TRUE.,1,0,1,10,0
204000,S02,1.5,5.00e+10,flat,1,.TRUE.,0,1,1,10,0
204000,S03,2.5,5.00e+10,classical,0,.FALSE.,0,0,1,10,0
204000,S04,2.5,5.00e+10,peaked,3,.TRUE.,1,0,0,10,0
204000,S05,2.5,5.00e+10,flat,1,.TRUE.,0,1,1,10,0
204000,S06,3.5,5.00e+10,classical,0,.FALSE.,0,0,1,10,0
204000,S07,3.5,5.00e+10,peaked,3,.TRUE.,1,0,1,10,0
204000,S08,3.5,5.00e+10,flat,1,.TRUE.,0,1,0,10,0
204000,S09,1.5,7.07e+11,classical,0,.FALSE.,0,0,1,10,1
204000,S10,1.5,7.07e+11,peaked,3,.TRUE.,1,0,1,10,0
204000,S11,1.5,7.07e+11,flat,1,.TRUE.,0,1,0,10,0
204000,S12,2.5,7.07e+11,classical,0,.FALSE.,0,0,1,10,0
204000,S13,2.5,7.07e+11,peaked,3,.TRUE.,1,0,1,10,0
204000,S14,2.5,7.07e+11,flat,1,.TRUE.,0,1,1,10,0
204000,S15,3.5,7.07e+11,classical,0,.FALSE.,0,0,1,10,0
204000,S16,3.5,7.07e+11,peaked,3,.TRUE.,1,0,0,10,0
204000,S17,3.5,7.07e+11,flat,1,.TRUE.,0,1,1,10,0
204000,S18,1.5,1.00e+13,classical,0,.FALSE.,0,0,1,10,0
204000,S19,1.5,1.00e+13,peaked,3,.TRUE.,1,0,1,10,1
204000,S20,1.5,1.00e+13,flat,1,.TRUE.,0,1,1,10,0
204000,S21,2.5,1.00e+13,classical,0,.FALSE.,0,0,0,10,0
204000,S22,2.5,1.00e+13,peaked,3,.TRUE.,1,0,1,10,0
204000,S23,2.5,1.00e+13,flat,1,.TRUE.,0,1,0,10,0
204000,S24,3.5,1.00e+13,classical,0,.FALSE.,0,0,0,10,0
204000,S25,3.5,1.00e+13,peaked,3,.TRUE.,1,0,1,10,0
204000,S26,3.5,1.00e+13,flat,1,.TRUE.,0,1,0,10,0
204000,S27,2.0,1.88e+11,classical,0,.FALSE.,0,0,1,7,0
204000,S28,2.0,1.88e+11,peaked,3,.TRUE.,1,0,1,7,0
204000,S29,2.0,1.88e+11,flat,1,.TRUE.,0,1,1,7,0
204000,S30,3.0,1.88e+11,classical,0,.FALSE.,0,0,1,7,0
204000,S31,3.0,1.88e+11,peaked,3,.TRUE.,1,0,1,7,0
204000,S32,3.0,1.88e+11,flat,1,.TRUE.,0,1,1,7,0
204000,S33,2.0,2.66e+12,classical,0,.FALSE.,0,0,1,7,0
204000,S34,2.0,2.66e+12,peaked,3,.TRUE.,1,0,1,7,0
204000,S35,2.0,2.66e+12,flat,1,.TRUE.,0,1,1,7,0
204000,S36,3.0,2.66e+12,classical,0,.FALSE.,0,0,1,7,0
204000,S37,3.0,2.66e+12,peaked,3,.TRUE.,1,0,1,7,0
204000,S38,3.0,2.66e+12,flat,1,.TRUE.,0,1,1,7,0
204001,S00,1.5,5.00e+10,classical,0,.FALSE.,0,0,1,10,0
204001,S01,1.5,5.00e+10,peaked,3,.TRUE.,1,0,1,10,0
204001,S02,1.5,5.00e+10,flat,1,.TRUE.,0,1,1,10,0
204001,S03,2.5,5.00e+10,classical,0,.FALSE.,0,0,0,10,0
204001,S04,2.5,5.00e+10,peaked,3,.TRUE.,1,0,0,10,0
204001,S05,2.5,5.00e+10,flat,1,.TRUE.,0,1,0,10,0
204001,S06,3.5,5.00e+10,classical,0,.FALSE.,0,0,1,10,0
204001,S07,3.5,5.00e+10,peaked,3,.TRUE.,1,0,1,10,0
204001,S08,3.5,5.00e+10,flat,1,.TRUE.,0,1,1,10,0
204001,S09,1.5,7.07e+11,classical,0,.FALSE.,0,0,0,10,0
204001,S10,1.5,7.07e+11,peaked,3,.TRUE.,1,0,1,10,0
204001,S11,1.5,7.07e+11,flat,1,.TRUE.,0,1,0,10,0
204001,S12,2.5,7.07e+11,classical,0,.FALSE.,0,0,1,10,0
204001,S13,2.5,7.07e+11,peaked,3,.TRUE.,1,0,1,10,1
204001,S14,2.5,7.07e+11,flat,1,.TRUE.,0,1,1,10,0
204001,S15,3.5,7.07e+11,classical,0,.FALSE.,0,0,1,10,0
204001,S16,3.5,7.07e+11,peaked,3,.TRUE.,1,0,0,10,0
204001,S17,3.5,7.07e+11,flat,1,.TRUE.,0,1,0,10,0
204001,S18,1.5,1.00e+13,classical,0,.FALSE.,0,0,1,10,0
204001,S19,1.5,1.00e+13,peaked,3,.TRUE.,1,0,1,10,0
204001,S20,1.5,1.00e+13,flat,1,.TRUE.,0,1,1,10,0
204001,S21,2.5,1.00e+13,classical,0,.FALSE.,0,0,1,10,0
204001,S22,2.5,1.00e+13,peaked,3,.TRUE.,1,0,1,10,0
204001,S23,2.5,1.00e+13,flat,1,.TRUE.,0,1,0,10,0
204001,S24,3.5,1.00e+13,classical,0,.FALSE.,0,0,1,10,1
204001,S25,3.5,1.00e+13,peaked,3,.TRUE.,1,0,1,10,0
204001,S26,3.5,1.00e+13,flat,1,.TRUE.,0,1,1,10,0
204001,S27,2.0,1.88e+11,classical,0,.FALSE.,0,0,1,7,0
204001,S28,2.0,1.88e+11,peaked,3,.TRUE.,1,0,1,7,0
204001,S29,2.0,1.88e+11,flat,1,.TRUE.,0,1,1,7,0
204001,S30,3.0,1.88e+11,classical,0,.FALSE.,0,0,0,7,0
204001,S31,3.0,1.88e+11,peaked,3,.TRUE.,1,0,0,7,0
204001,S32,3.0,1.88e+11,flat,1,.TRUE.,0,1,0,7,0
204001,S33,2.0,2.66e+12,classical,0,.FALSE.,0,0,1,7,0
204001,S34,2.0,2.66e+12,peaked,3,.TRUE.,1,0,1,7,0
204001,S35,2.0,2.66e+12,flat,1,.TRUE.,0,1,0,7,0
204001,S36,3.0,2.66e+12,classical,0,.FALSE.,0,0,0,7,0
204001,S37,3.0,2.66e+12,peaked,3,.TRUE.,1,0,1,7,0
204001,S38,3.0,2.66e+12,flat,1,.TRUE.,0,1,0,7,0
204004,S00,1.5,5.00e+10,classical,0,.FALSE.,0,0,1,10,0
204004,S01,1.5,5.00e+10,peaked,3,.TRUE.,1,0,0,10,0
204004,S02,1.5,5.00e+10,flat,1,.TRUE.,0,1,0,10,0
204004,S03,2.5,5.00e+10,classical,0,.FALSE.,0,0,1,10,0
204004,S04,2.5,5.00e+10,peaked,3,.TRUE.,1,0,0,10,0
204004,S05,2.5,5.00e+10,flat,1,.TRUE.,0,1,0,10,0
204004,S06,3.5,5.00e+10,classical,0,.FALSE.,0,0,1,10,0
204004,S07,3.5,5.00e+10,peaked,3,.TRUE.,1,0,1,10,0
204004,S08,3.5,5.00e+10,flat,1,.TRUE.,0,1,1,10,0
204004,S09,1.5,7.07e+11,classical,0,.FALSE.,0,0,1,10,0
204004,S10,1.5,7.07e+11,peaked,3,.TRUE.,1,0,1,10,1
204004,S11,1.5,7.07e+11,flat,1,.TRUE.,0,1,1,10,1
204004,S12,2.5,7.07e+11,classical,0,.FALSE.,0,0,0,10,0
204004,S13,2.5,7.07e+11,peaked,3,.TRUE.,1,0,1,10,0
204004,S14,2.5,7.07e+11,flat,1,.TRUE.,0,1,1,10,0
204004,S15,3.5,7.07e+11,classical,0,.FALSE.,0,0,0,10,1
204004,S16,3.5,7.07e+11,peaked,3,.TRUE.,1,0,0,10,0
204004,S17,3.5,7.07e+11,flat,1,.TRUE.,0,1,0,10,0
204004,S18,1.5,1.00e+13,classical,0,.FALSE.,0,0,1,10,0
204004,S19,1.5,1.00e+13,peaked,3,.TRUE.,1,0,0,10,0
204004,S20,1.5,1.00e+13,flat,1,.TRUE.,0,1,0,10,0
204004,S21,2.5,1.00e+13,classical,0,.FALSE.,0,0,0,10,0
204004,S22,2.5,1.00e+13,peaked,3,.TRUE.,1,0,1,10,0
204004,S23,2.5,1.00e+13,flat,1,.TRUE.,0,1,0,10,0
204004,S24,3.5,1.00e+13,classical,0,.FALSE.,0,0,1,10,0
204004,S25,3.5,1.00e+13,peaked,3,.TRUE.,1,0,1,10,0
204004,S26,3.5,1.00e+13,flat,1,.TRUE.,0,1,1,10,0
204004,S27,2.0,1.88e+11,classical,0,.FALSE.,0,0,0,7,0
204004,S28,2.0,1.88e+11,peaked,3,.TRUE.,1,0,1,7,0
204004,S29,2.0,1.88e+11,flat,1,.TRUE.,0,1,1,7,0
204004,S30,3.0,1.88e+11,classical,0,.FALSE.,0,0,1,7,0
204004,S31,3.0,1.88e+11,peaked,3,.TRUE.,1,0,1,7,0
204004,S32,3.0,1.88e+11,flat,1,.TRUE.,0,1,1,7,0
204004,S33,2.0,2.66e+12,classical,0,.FALSE.,0,0,1,7,0
204004,S34,2.0,2.66e+12,peaked,3,.TRUE.,1,0,1,7,0
204004,S35,2.0,2.66e+12,flat,1,.TRUE.,0,1,1,7,0
204004,S36,3.0,2.66e+12,classical,0,.FALSE.,0,0,1,7,0
204004,S37,3.0,2.66e+12,peaked,3,.TRUE.,1,0,1,7,0
204004,S38,3.0,2.66e+12,flat,1,.TRUE.,0,1,1,7,0
204005,S00,1.5,5.00e+10,classical,0,.FALSE.,0,0,1,10,0
204005,S01,1.5,5.00e+10,peaked,3,.TRUE.,1,0,1,10,0
204005,S02,1.5,5.00e+10,flat,1,.TRUE.,0,1,1,10,0
204005,S03,2.5,5.00e+10,classical,0,.FALSE.,0,0,1,10,0
204005,S04,2.5,5.00e+10,peaked,3,.TRUE.,1,0,1,10,0
204005,S05,2.5,5.00e+10,flat,1,.TRUE.,0,1,1,10,0
204005,S06,3.5,5.00e+10,classical,0,.FALSE.,0,0,1,10,0
204005,S07,3.5,5.00e+10,peaked,3,.TRUE.,1,0,0,10,0
204005,S08,3.5,5.00e+10,flat,1,.TRUE.,0,1,1,10,0
204005,S09,1.5,7.07e+11,classical,0,.FALSE.,0,0,1,10,0
204005,S10,1.5,7.07e+11,peaked,3,.TRUE.,1,0,1,10,0
204005,S11,1.5,7.07e+11,flat,1,.TRUE.,0,1,1,10,0
204005,S12,2.5,7.07e+11,classical,0,.FALSE.,0,0,1,10,0
204005,S13,2.5,7.07e+11,peaked,3,.TRUE.,1,0,1,10,0
204005,S14,2.5,7.07e+11,flat,1,.TRUE.,0,1,0,10,0
204005,S15,3.5,7.07e+11,classical,0,.FALSE.,0,0,1,10,0
204005,S16,3.5,7.07e+11,peaked,3,.TRUE.,1,0,0,10,1
204005,S17,3.5,7.07e+11,flat,1,.TRUE.,0,1,1,10,0
204005,S18,1.5,1.00e+13,classical,0,.FALSE.,0,0,1,10,0
204005,S19,1.5,1.00e+13,peaked,3,.TRUE.,1,0,1,10,0
204005,S20,1.5,1.00e+13,flat,1,.TRUE.,0,1,1,10,0
204005,S21,2.5,1.00e+13,classical,0,.FALSE.,0,0,1,10,0
204005,S22,2.5,1.00e+13,peaked,3,.TRUE.,1,0,1,10,0
204005,S23,2.5,1.00e+13,flat,1,.TRUE.,0,1,1,10,0
204005,S24,3.5,1.00e+13,classical,0,.FALSE.,0,0,1,10,0
204005,S25,3.5,1.00e+13,peaked,3,.TRUE.,1,0,0,10,0
204005,S26,3.5,1.00e+13,flat,1,.TRUE.,0,1,1,10,0
204005,S27,2.0,1.88e+11,classical,0,.FALSE.,0,0,1,7,0
204005,S28,2.0,1.88e+11,peaked,3,.TRUE.,1,0,1,7,0
204005,S29,2.0,1.88e+11,flat,1,.TRUE.,0,1,1,7,0
204005,S30,3.0,1.88e+11,classical,0,.FALSE.,0,0,1,7,0
204005,S31,3.0,1.88e+11,peaked,3,.TRUE.,1,0,0,7,0
204005,S32,3.0,1.88e+11,flat,1,.TRUE.,0,1,1,7,0
204005,S33,2.0,2.66e+12,classical,0,.FALSE.,0,0,1,7,0
204005,S34,2.0,2.66e+12,peaked,3,.TRUE.,1,0,1,7,0
204005,S35,2.0,2.66e+12,flat,1,.TRUE.,0,1,1,7,0
204005,S36,3.0,2.66e+12,classical,0,.FALSE.,0,0,1,7,0
204005,S37,3.0,2.66e+12,peaked,3,.TRUE.,1,0,1,7,0
204005,S38,3.0,2.66e+12,flat,1,.TRUE.,0,1,0,7,0
204006,S00,1.5,5.00e+10,classical,0,.FALSE.,0,0,1,10,0
204006,S01,1.5,5.00e+10,peaked,3,.TRUE.,1,0,0,10,1
204006,S02,1.5,5.00e+10,flat,1,.TRUE.,0,1,0,10,0
204006,S03,2.5,5.00e+10,classical,0,.FALSE.,0,0,1,10,0
204006,S04,2.5,5.00e+10,peaked,3,.TRUE.,1,0,1,10,0
204006,S05,2.5,5.00e+10,flat,1,.TRUE.,0,1,0,10,0
204006,S06,3.5,5.00e+10,classical,0,.FALSE.,0,0,1,10,0
204006,S07,3.5,5.00e+10,peaked,3,.TRUE.,1,0,1,10,0
204006,S08,3.5,5.00e+10,flat,1,.TRUE.,0,1,1,10,0
204006,S09,1.5,7.07e+11,classical,0,.FALSE.,0,0,0,10,0
204006,S10,1.5,7.07e+11,peaked,3,.TRUE.,1,0,1,10,1
204006,S11,1.5,7.07e+11,flat,1,.TRUE.,0,1,1,10,0
204006,S12,2.5,7.07e+11,classical,0,.FALSE.,0,0,0,10,1
204006,S13,2.5,7.07e+11,peaked,3,.TRUE.,1,0,0,10,0
204006,S14,2.5,7.07e+11,flat,1,.TRUE.,0,1,1,10,0
204006,S15,3.5,7.07e+11,classical,0,.FALSE.,0,0,1,10,0
204006,S16,3.5,7.07e+11,peaked,3,.TRUE.,1,0,0,10,0
204006,S17,3.5,7.07e+11,flat,1,.TRUE.,0,1,1,10,0
204006,S18,1.5,1.00e+13,classical,0,.FALSE.,0,0,1,10,0
204006,S19,1.5,1.00e+13,peaked,3,.TRUE.,1,0,1,10,0
204006,S20,1.5,1.00e+13,flat,1,.TRUE.,0,1,1,10,0
204006,S21,2.5,1.00e+13,classical,0,.FALSE.,0,0,1,10,0
204006,S22,2.5,1.00e+13,peaked,3,.TRUE.,1,0,1,10,0
204006,S23,2.5,1.00e+13,flat,1,.TRUE.,0,1,0,10,1
204006,S24,3.5,1.00e+13,classical,0,.FALSE.,0,0,1,10,0
204006,S25,3.5,1.00e+13,peaked,3,.TRUE.,1,0,1,10,0
204006,S26,3.5,1.00e+13,flat,1,.TRUE.,0,1,0,10,0
204006,S27,2.0,1.88e+11,classical,0,.FALSE.,0,0,1,7,0
204006,S28,2.0,1.88e+11,peaked,3,.TRUE.,1,0,1,7,0
204006,S29,2.0,1.88e+11,flat,1,.TRUE.,0,1,1,7,0
204006,S30,3.0,1.88e+11,classical,0,.FALSE.,0,0,1,7,0
204006,S31,3.0,1.88e+11,peaked,3,.TRUE.,1,0,1,7,0
204006,S32,3.0,1.88e+11,flat,1,.TRUE.,0,1,1,7,0
204006,S33,2.0,2.66e+12,classical,0,.FALSE.,0,0,1,7,0
204006,S34,2.0,2.66e+12,peaked,3,.TRUE.,1,0,1,7,0
204006,S35,2.0,2.66e+12,flat,1,.TRUE.,0,1,1,7,0
204006,S36,3.0,2.66e+12,classical,0,.FALSE.,0,0,1,7,0
204006,S37,3.0,2.66e+12,peaked,3,.TRUE.,1,0,1,7,0
204006,S38,3.0,2.66e+12,flat,1,.TRUE.,0,1,1,7,0
204007,S00,1.5,5.00e+10,classical,0,.FALSE.,0,0,1,10,0
204007,S01,1.5,5.00e+10,peaked,3,.TRUE.,1,0,1,10,0
204007,S02,1.5,5.00e+10,flat,1,.TRUE.,0,1,1,10,0
204007,S03,2.5,5.00e+10,classical,0,.FALSE.,0,0,0,10,0
204007,S04,2.5,5.00e+10,peaked,3,.TRUE.,1,0,0,10,0
204007,S05,2.5,5.00e+10,flat,1,.TRUE.,0,1,0,10,0
204007,S06,3.5,5.00e+10,classical,0,.FALSE.,0,0,1,10,0
204007,S07,3.5,5.00e+10,peaked,3,.TRUE.,1,0,1,10,0
204007,S08,3.5,5.00e+10,flat,1,.TRUE.,0,1,1,10,1
204007,S09,1.5,7.07e+11,classical,0,.FALSE.,0,0,1,10,0
204007,S10,1.5,7.07e+11,peaked,3,.TRUE.,1,0,1,10,0
204007,S11,1.5,7.07e+11,flat,1,.TRUE.,0,1,1,10,0
204007,S12,2.5,7.07e+11,classical,0,.FALSE.,0,0,1,10,0
204007,S13,2.5,7.07e+11,peaked,3,.TRUE.,1,0,1,10,0
204007,S14,2.5,7.07e+11,flat,1,.TRUE.,0,1,1,10,0
204007,S15,3.5,7.07e+11,classical,0,.FALSE.,0,0,1,10,0
204007,S16,3.5,7.07e+11,peaked,3,.TRUE.,1,0,1,10,0
204007,S17,3.5,7.07e+11,flat,1,.TRUE.,0,1,1,10,0
204007,S18,1.5,1.00e+13,classical,0,.FALSE.,0,0,1,10,0
204007,S19,1.5,1.00e+13,peaked,3,.TRUE.,1,0,1,10,0
204007,S20,1.5,1.00e+13,flat,1,.TRUE.,0,1,0,10,0
204007,S21,2.5,1.00e+13,classical,0,.FALSE.,0,0,1,10,0
204007,S22,2.5,1.00e+13,peaked,3,.TRUE.,1,0,0,10,0
204007,S23,2.5,1.00e+13,flat,1,.TRUE.,0,1,1,10,0
204007,S24,3.5,1.00e+13,classical,0,.FALSE.,0,0,1,10,0
204007,S25,3.5,1.00e+13,peaked,3,.TRUE.,1,0,1,10,0
204007,S26,3.5,1.00e+13,flat,1,.TRUE.,0,1,1,10,0
204007,S27,2.0,1.88e+11,classical,0,.FALSE.,0,0,1,7,0
204007,S28,2.0,1.88e+11,peaked,3,.TRUE.,1,0,0,7,0
204007,S29,2.0,1.88e+11,flat,1,.TRUE.,0,1,1,7,0
204007,S30,3.0,1.88e+11,classical,0,.FALSE.,0,0,1,7,0
204007,S31,3.0,1.88e+11,peaked,3,.TRUE.,1,0,0,7,0
204007,S32,3.0,1.88e+11,flat,1,.TRUE.,0,1,1,7,1
204007,S33,2.0,2.66e+12,classical,0,.FALSE.,0,0,1,7,0
204007,S34,2.0,2.66e+12,peaked,3,.TRUE.,1,0,0,7,0
204007,S35,2.0,2.66e+12,flat,1,.TRUE.,0,1,0,7,0
204007,S36,3.0,2.66e+12,classical,0,.FALSE.,0,0,0,7,0
204007,S37,3.0,2.66e+12,peaked,3,.TRUE.,1,0,1,7,0
204007,S38,3.0,2.66e+12,flat,1,.TRUE.,0,1,1,7,0
204008,S00,1.5,5.00e+10,classical,0,.FALSE.,0,0,1,10,0
204008,S01,1.5,5.00e+10,peaked,3,.TRUE.,1,0,1,10,0
204008,S02,1.5,5.00e+10,flat,1,.TRUE.,0,1,0,10,0
204008,S03,2.5,5.00e+10,classical,0,.FALSE.,0,0,0,10,0
204008,S04,2.5,5.00e+10,peaked,3,.TRUE.,1,0,1,10,0
204008,S05,2.5,5.00e+10,flat,1,.TRUE.,0,1,1,10,0
204008,S06,3.5,5.00e+10,classical,0,.FALSE.,0,0,0,10,0
204008,S07,3.5,5.00e+10,peaked,3,.TRUE.,1,0,1,10,1
204008,S08,3.5,5.00e+10,flat,1,.TRUE.,0,1,0,10,0
204008,S09,1.5,7.07e+11,classical,0,.FALSE.,0,0,1,10,0
204008,S10,1.5,7.07e+11,peaked,3,.TRUE.,1,0,1,10,0
204008,S11,1.5,7.07e+11,flat,1,.TRUE.,0,1,1,10,1
204008,S12,2.5,7.07e+11,classical,0,.FALSE.,0,0,1,10,0
204008,S13,2.5,7.07e+11,peaked,3,.TRUE.,1,0,1,10,0
204008,S14,2.5,7.07e+11,flat,1,.TRUE.,0,1,0,10,0
204008,S15,3.5,7.07e+11,classical,0,.FALSE.,0,0,1,10,0
204008,S16,3.5,7.07e+11,peaked,3,.TRUE.,1,0,0,10,0
204008,S17,3.5,7.07e+11,flat,1,.TRUE.,0,1,1,10,0
204008,S18,1.5,1.00e+13,classical,0,.FALSE.,0,0,1,10,0
204008,S19,1.5,1.00e+13,peaked,3,.TRUE.,1,0,0,10,0
204008,S20,1.5,1.00e+13,flat,1,.TRUE.,0,1,1,10,0
204008,S21,2.5,1.00e+13,classical,0,.FALSE.,0,0,0,10,0
204008,S22,2.5,1.00e+13,peaked,3,.TRUE.,1,0,1,10,0
204008,S23,2.5,1.00e+13,flat,1,.TRUE.,0,1,1,10,0
204008,S24,3.5,1.00e+13,classical,0,.FALSE.,0,0,1,10,0
204008,S25,3.5,1.00e+13,peaked,3,.TRUE.,1,0,1,10,0
204008,S26,3.5,1.00e+13,flat,1,.TRUE.,0,1,1,10,0
204008,S27,2.0,1.88e+11,classical,0,.FALSE.,0,0,1,7,0
204008,S28,2.0,1.88e+11,peaked,3,.TRUE.,1,0,1,7,0
204008,S29,2.0,1.88e+11,flat,1,.TRUE.,0,1,1,7,0
204008,S30,3.0,1.88e+11,classical,0,.FALSE.,0,0,1,7,0
204008,S31,3.0,1.88e+11,peaked,3,.TRUE.,1,0,1,7,1
204008,S32,3.0,1.88e+11,flat,1,.TRUE.,0,1,1,7,0
204008,S33,2.0,2.66e+12,classical,0,.FALSE.,0,0,1,7,0
204008,S34,2.0,2.66e+12,peaked,3,.TRUE.,1,0,1,7,0
204008,S35,2.0,2.66e+12,flat,1,.TRUE.,0,1,1,7,0
204008,S36,3.0,2.66e+12,classical,0,.FALSE.,0,0,0,7,0
204008,S37,3.0,2.66e+12,peaked,3,.TRUE.,1,0,1,7,0
204008,S38,3.0,2.66e+12,flat,1,.TRUE.,0,1,1,7,0
204011,S00,1.5,5.00e+10,classical,0,.FALSE.,0,0,1,10,0
204011,S01,1.5,5.00e+10,peaked,3,.TRUE.,1,0,1,10,0
204011,S02,1.5,5.00e+10,flat,1,.TRUE.,0,1,1,10,1
204011,S03,2.5,5.00e+10,classical,0,.FALSE.,0,0,1,10,0
204011,S04,2.5,5.00e+10,peaked,3,.TRUE.,1,0,0,10,0
204011,S05,2.5,5.00e+10,flat,1,.TRUE.,0,1,1,10,0
204011,S06,3.5,5.00e+10,classical,0,.FALSE.,0,0,1,10,0
204011,S07,3.5,5.00e+10,peaked,3,.TRUE.,1,0,1,10,1
204011,S08,3.5,5.00e+10,flat,1,.TRUE.,0,1,1,10,0
204011,S09,1.5,7.07e+11,classical,0,.FALSE.,0,0,1,10,0
204011,S10,1.5,7.07e+11,peaked,3,.TRUE.,1,0,1,10,0
204011,S11,1.5,7.07e+11,flat,1,.TRUE.,0,1,1,10,0
204011,S12,2.5,7.07e+11,classical,0,.FALSE.,0,0,0,10,0
204011,S13,2.5,7.07e+11,peaked,3,.TRUE.,1,0,0,10,0
204011,S14,2.5,7.07e+11,flat,1,.TRUE.,0,1,1,10,1
204011,S15,3.5,7.07e+11,classical,0,.FALSE.,0,0,1,10,0
204011,S16,3.5,7.07e+11,peaked,3,.TRUE.,1,0,0,10,0
204011,S17,3.5,7.07e+11,flat,1,.TRUE.,0,1,0,10,0
204011,S18,1.5,1.00e+13,classical,0,.FALSE.,0,0,1,10,0
204011,S19,1.5,1.00e+13,peaked,3,.TRUE.,1,0,1,10,0
204011,S20,1.5,1.00e+13,flat,1,.TRUE.,0,1,0,10,0
204011,S21,2.5,1.00e+13,classical,0,.FALSE.,0,0,1,10,0
204011,S22,2.5,1.00e+13,peaked,3,.TRUE.,1,0,1,10,0
204011,S23,2.5,1.00e+13,flat,1,.TRUE.,0,1,1,10,0
204011,S24,3.5,1.00e+13,classical,0,.FALSE.,0,0,1,10,0
204011,S25,3.5,1.00e+13,peaked,3,.TRUE.,1,0,0,10,0
204011,S26,3.5,1.00e+13,flat,1,.TRUE.,0,1,1,10,0
204011,S27,2.0,1.88e+11,classical,0,.FALSE.,0,0,1,7,0
204011,S28,2.0,1.88e+11,peaked,3,.TRUE.,1,0,0,7,0
204011,S29,2.0,1.88e+11,flat,1,.TRUE.,0,1,1,7,0
204011,S30,3.0,1.88e+11,classical,0,.FALSE.,0,0,1,7,0
204011,S31,3.0,1.88e+11,peaked,3,.TRUE.,1,0,1,7,0
204011,S32,3.0,1.88e+11,flat,1,.TRUE.,0,1,0,7,0
204011,S33,2.0,2.66e+12,classical,0,.FALSE.,0,0,0,7,0
204011,S34,2.0,2.66e+12,peaked,3,.TRUE.,1,0,1,7,0
204011,S35,2.0,2.66e+12,flat,1,.TRUE.,0,1,1,7,0
204011,S36,3.0,2.66e+12,classical,0,.FALSE.,0,0,0,7,0
204011,S37,3.0,2.66e+12,peaked,3,.TRUE.,1,0,1,7,0
204011,S38,3.0,2.66e+12,flat,1,.TRUE.,0,1,1,7,1
204026,S00,1.5,5.00e+10,classical,0,.FALSE.,0,0,1,10,0
204026,S01,1.5,5.00e+10,peaked,3,.TRUE.,1,0,1,10,0
204026,S02,1.5,5.00e+10,flat,1,.TRUE.,0,1,0,10,0
204026,S03,2.5,5.00e+10,classical,0,.FALSE.,0,0,1,10,0
204026,S04,2.5,5.00e+10,peaked,3,.TRUE.,1,0,1,10,0
204026,S05,2.5,5.00e+10,flat,1,.TRUE.,0,1,1,10,0
204026,S06,3.5,5.00e+10,classical,0,.FALSE.,0,0,1,10,0
204026,S07,3.5,5.00e+10,peaked,3,.TRUE.,1,0,0,10,0
204026,S08,3.5,5.00e+10,flat,1,.TRUE.,0,1,1,10,0
204026,S09,1.5,7.07e+11,classical,0,.FALSE.,0,0,0,10,1
204026,S10,1.5,7.07e+11,peaked,3,.TRUE.,1,0,1,10,1
204026,S11,1.5,7.07e+11,flat,1,.TRUE.,0,1,1,10,0
204026,S12,2.5,7.07e+11,classical,0,.FALSE.,0,0,1,10,0
204026,S13,2.5,7.07e+11,peaked,3,.TRUE.,1,0,1,10,1
204026,S14,2.5,7.07e+11,flat,1,.TRUE.,0,1,0,10,0
204026,S15,3.5,7.07e+11,classical,0,.FALSE.,0,0,1,10,0
204026,S16,3.5,7.07e+11,peaked,3,.TRUE.,1,0,0,10,0
204026,S17,3.5,7.07e+11,flat,1,.TRUE.,0,1,1,10,0
204026,S18,1.5,1.00e+13,classical,0,.FALSE.,0,0,1,10,0
204026,S19,1.5,1.00e+13,peaked,3,.TRUE.,1,0,1,10,0
204026,S20,1.5,1.00e+13,flat,1,.TRUE.,0,1,1,10,0
204026,S21,2.5,1.00e+13,classical,0,.FALSE.,0,0,1,10,0
204026,S22,2.5,1.00e+13,peaked,3,.TRUE.,1,0,1,10,0
204026,S23,2.5,1.00e+13,flat,1,.TRUE.,0,1,1,10,0
204026,S24,3.5,1.00e+13,classical,0,.FALSE.,0,0,1,10,0
204026,S25,3.5,1.00e+13,peaked,3,.TRUE.,1,0,1,10,0
204026,S26,3.5,1.00e+13,flat,1,.TRUE.,0,1,1,10,0
204026,S27,2.0,1.88e+11,classical,0,.FALSE.,0,0,0,7,0
204026,S28,2.0,1.88e+11,peaked,3,.TRUE.,1,0,1,7,0
204026,S29,2.0,1.88e+11,flat,1,.TRUE.,0,1,1,7,0
204026,S30,3.0,1.88e+11,classical,0,.FALSE.,0,0,1,7,0
204026,S31,3.0,1.88e+11,peaked,3,.TRUE.,1,0,0,7,0
204026,S32,3.0,1.88e+11,flat,1,.TRUE.,0,1,1,7,0
204026,S33,2.0,2.66e+12,classical,0,.FALSE.,0,0,0,7,0
204026,S34,2.0,2.66e+12,peaked,3,.TRUE.,1,0,1,7,0
204026,S35,2.0,2.66e+12,flat,1,.TRUE.,0,1,1,7,0
204026,S36,3.0,2.66e+12,classical,0,.FALSE.,0,0,0,7,1
204026,S37,3.0,2.66e+12,peaked,3,.TRUE.,1,0,1,7,0
204026,S38,3.0,2.66e+12,flat,1,.TRUE.,0,1,0,7,0
204027,S00,1.5,5.00e+10,classical,0,.FALSE.,0,0,1,10,0
204027,S01,1.5,5.00e+10,peaked,3,.TRUE.,1,0,1,10,0
